
==> Dump Arguments:
pruning method: intermittent
visible gpus: 4
sensitivity analysis: OFF
overall pruning ratio: 0.2
stage: 1

0
0

==> Setting params:
batch_size : 16
test_batch_size : 16
epochs : 150
lr_epochs : 50
lr : 0.0005
momentum : 0.9
weight_decay : 0.0001
no_cuda : False
seed : 1
log_interval : 100
arch : KWS_CNN_S
pretrained : saved_models/intermittent/KWS_CNN_S/stage_0.pth.tar
evaluate : False
retrain : False
prune : intermittent
prune_shape : vector
prune_target : None
stage : 1
debug : 1
candidates_pruning_ratios : [0.0, 0.0, 0.0, 0.0, 0.0]
gpus : [0]
visible_gpus : 4
learning_rate_list : [0.0005, 0.0001, 2e-05]
sa : True
sen_ana : False
overall_pruning_ratio : 0.2
cuda : False
====================

Load cached data ...
Load cached data ...
Load cached data ...
KWS_CNN_S(
  (conv1): Conv2d(1, 28, kernel_size=(10, 4), stride=(1, 1))
  (bn1): BatchNorm2d(28, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv2): Conv2d(28, 28, kernel_size=(10, 4), stride=(2, 1))
  (bn2): BatchNorm2d(28, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (ip1): Linear(in_features=1792, out_features=16, bias=True)
  (ip2): Linear(in_features=16, out_features=128, bias=True)
  (bn3): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (ip3): Linear(in_features=128, out_features=12, bias=True)
  (relu): ReLU(inplace=True)
)
==> Start pruning ...
[132160, 51968, 396, 128, 48]
===> Starting Simulated Annealing...
[Iter 0] cur_temp: 100.00 | stop_temp: 20.00 | Loss: -inf | Best perf: -inf[Iter 1] cur_temp: 90.00 | stop_temp: 20.00 | Loss: -4.4369 | Best perf: -4.4369[Iter 2] cur_temp: 81.00 | stop_temp: 20.00 | Loss: -3.9713 | Best perf: -3.9713[Iter 3] cur_temp: 72.90 | stop_temp: 20.00 | Loss: -4.7744 | Best perf: -3.9713[Iter 4] cur_temp: 65.61 | stop_temp: 20.00 | Loss: -3.4426 | Best perf: -3.4426[Iter 5] cur_temp: 59.05 | stop_temp: 20.00 | Loss: -3.4400 | Best perf: -3.4400[Iter 6] cur_temp: 53.14 | stop_temp: 20.00 | Loss: -4.4912 | Best perf: -3.4400[Iter 7] cur_temp: 47.83 | stop_temp: 20.00 | Loss: -9.9782 | Best perf: -3.4400[Iter 8] cur_temp: 43.05 | stop_temp: 20.00 | Loss: -4.1585 | Best perf: -3.4400[Iter 9] cur_temp: 38.74 | stop_temp: 20.00 | Loss: -4.4457 | Best perf: -3.4400[Iter 10] cur_temp: 34.87 | stop_temp: 20.00 | Loss: -14.9005 | Best perf: -3.4400[Iter 11] cur_temp: 31.38 | stop_temp: 20.00 | Loss: -4.5531 | Best perf: -3.4400[Iter 12] cur_temp: 28.24 | stop_temp: 20.00 | Loss: -3.4066 | Best perf: -3.4066[Iter 13] cur_temp: 25.42 | stop_temp: 20.00 | Loss: -4.1210 | Best perf: -3.4066[Iter 14] cur_temp: 22.88 | stop_temp: 20.00 | Loss: -4.4178 | Best perf: -3.4066[Iter 15] cur_temp: 20.59 | stop_temp: 20.00 | Loss: -4.7838 | Best perf: -3.4066
------------------------------------------------------------------
- Intermittent-aware weight pruning info:
- Layer 0:        780 /       1120 (69.6%) weights are pruned
- Layer 1:      14000 /      31360 (44.6%) weights are pruned
- Layer 2:       7680 /      28672 (26.8%) weights are pruned
- Layer 3:         64 /       2048 ( 3.1%) weights are pruned
- Layer 4:          0 /       1536 ( 0.0%) weights are pruned
- Total  :      22524 /      64736 (34.8%) weights are pruned
------------------------------------------------------------------

[Epoch: 1| Loss: 0.4414| Accuracy: 85.81| Best Accuracy: 85.81]
[Epoch: 2| Loss: 0.4319| Accuracy: 85.66| Best Accuracy: 85.81]
[Epoch: 3| Loss: 0.4287| Accuracy: 86.40| Best Accuracy: 86.40]
[Epoch: 4| Loss: 0.4467| Accuracy: 85.73| Best Accuracy: 86.40]
[Epoch: 5| Loss: 0.4504| Accuracy: 85.73| Best Accuracy: 86.40]
[Epoch: 6| Loss: 0.4462| Accuracy: 86.13| Best Accuracy: 86.40]
[Epoch: 7| Loss: 0.4482| Accuracy: 85.97| Best Accuracy: 86.40]
[Epoch: 8| Loss: 0.4643| Accuracy: 85.81| Best Accuracy: 86.40]
[Epoch: 9| Loss: 0.4488| Accuracy: 85.62| Best Accuracy: 86.40]
[Epoch: 10| Loss: 0.4491| Accuracy: 85.85| Best Accuracy: 86.40]
[Epoch: 11| Loss: 0.4610| Accuracy: 85.99| Best Accuracy: 86.40]
[Epoch: 12| Loss: 0.4970| Accuracy: 84.97| Best Accuracy: 86.40]
[Epoch: 13| Loss: 0.4627| Accuracy: 86.05| Best Accuracy: 86.40]
[Epoch: 14| Loss: 0.4984| Accuracy: 84.85| Best Accuracy: 86.40]
[Epoch: 15| Loss: 0.4795| Accuracy: 85.77| Best Accuracy: 86.40]
[Epoch: 16| Loss: 0.4799| Accuracy: 85.83| Best Accuracy: 86.40]
[Epoch: 17| Loss: 0.4779| Accuracy: 86.16| Best Accuracy: 86.40]
[Epoch: 18| Loss: 0.5022| Accuracy: 85.36| Best Accuracy: 86.40]
[Epoch: 19| Loss: 0.5034| Accuracy: 85.46| Best Accuracy: 86.40]
[Epoch: 20| Loss: 0.4965| Accuracy: 85.95| Best Accuracy: 86.40]
[Epoch: 21| Loss: 0.5116| Accuracy: 85.50| Best Accuracy: 86.40]
[Epoch: 22| Loss: 0.5012| Accuracy: 85.38| Best Accuracy: 86.40]
[Epoch: 23| Loss: 0.5116| Accuracy: 85.46| Best Accuracy: 86.40]
[Epoch: 24| Loss: 0.5199| Accuracy: 84.87| Best Accuracy: 86.40]
[Epoch: 25| Loss: 0.5210| Accuracy: 85.26| Best Accuracy: 86.40]
[Epoch: 26| Loss: 0.5353| Accuracy: 85.17| Best Accuracy: 86.40]
[Epoch: 27| Loss: 0.5429| Accuracy: 85.38| Best Accuracy: 86.40]
[Epoch: 28| Loss: 0.5511| Accuracy: 84.79| Best Accuracy: 86.40]
[Epoch: 29| Loss: 0.5274| Accuracy: 84.62| Best Accuracy: 86.40]
[Epoch: 30| Loss: 0.5370| Accuracy: 85.26| Best Accuracy: 86.40]
[Epoch: 31| Loss: 0.5307| Accuracy: 85.32| Best Accuracy: 86.40]
[Epoch: 32| Loss: 0.5307| Accuracy: 85.42| Best Accuracy: 86.40]
[Epoch: 33| Loss: 0.5357| Accuracy: 85.46| Best Accuracy: 86.40]
[Epoch: 34| Loss: 0.5552| Accuracy: 84.58| Best Accuracy: 86.40]
[Epoch: 35| Loss: 0.5431| Accuracy: 84.89| Best Accuracy: 86.40]
[Epoch: 36| Loss: 0.5570| Accuracy: 84.60| Best Accuracy: 86.40]
[Epoch: 37| Loss: 0.5686| Accuracy: 84.23| Best Accuracy: 86.40]
[Epoch: 38| Loss: 0.5549| Accuracy: 84.54| Best Accuracy: 86.40]
[Epoch: 39| Loss: 0.5681| Accuracy: 84.58| Best Accuracy: 86.40]
[Epoch: 40| Loss: 0.5457| Accuracy: 84.89| Best Accuracy: 86.40]
[Epoch: 41| Loss: 0.5799| Accuracy: 84.93| Best Accuracy: 86.40]
[Epoch: 42| Loss: 0.5657| Accuracy: 85.03| Best Accuracy: 86.40]
[Epoch: 43| Loss: 0.5585| Accuracy: 84.97| Best Accuracy: 86.40]
[Epoch: 44| Loss: 0.5679| Accuracy: 85.07| Best Accuracy: 86.40]
[Epoch: 45| Loss: 0.6148| Accuracy: 84.31| Best Accuracy: 86.40]
[Epoch: 46| Loss: 0.5821| Accuracy: 85.11| Best Accuracy: 86.40]
[Epoch: 47| Loss: 0.5653| Accuracy: 85.03| Best Accuracy: 86.40]
[Epoch: 48| Loss: 0.6117| Accuracy: 84.27| Best Accuracy: 86.40]
[Epoch: 49| Loss: 0.5609| Accuracy: 85.24| Best Accuracy: 86.40]
adjusting learning rate to 0.0005 ...
[Epoch: 50| Loss: 0.6011| Accuracy: 84.52| Best Accuracy: 86.40]
[Epoch: 51| Loss: 0.6187| Accuracy: 84.25| Best Accuracy: 86.40]
[Epoch: 52| Loss: 0.5812| Accuracy: 84.95| Best Accuracy: 86.40]
[Epoch: 53| Loss: 0.6006| Accuracy: 84.56| Best Accuracy: 86.40]
[Epoch: 54| Loss: 0.6116| Accuracy: 83.82| Best Accuracy: 86.40]
[Epoch: 55| Loss: 0.6106| Accuracy: 84.52| Best Accuracy: 86.40]
[Epoch: 56| Loss: 0.6202| Accuracy: 83.89| Best Accuracy: 86.40]
[Epoch: 57| Loss: 0.5829| Accuracy: 84.60| Best Accuracy: 86.40]
[Epoch: 58| Loss: 0.5925| Accuracy: 84.46| Best Accuracy: 86.40]
[Epoch: 59| Loss: 0.5913| Accuracy: 84.50| Best Accuracy: 86.40]
[Epoch: 60| Loss: 0.5814| Accuracy: 84.62| Best Accuracy: 86.40]
[Epoch: 61| Loss: 0.6078| Accuracy: 85.03| Best Accuracy: 86.40]
